GSK_REG_NO,MOLREGNO,CHEMBL_ID,INCHI,SMILES,PARENT_CHEMBL_ID,PARENT_INCHI,PARENT_SMILES,TARGETS,TARGET_CHEMBL_IDS,REF_CHEMBL_ID,REFERENCE,PUBMED_ID
GW680975X,342913,CHEMBL381948,"InChI=1S/C19H13FN4/c20-15-6-4-13(5-7-15)18-11-14(8-10-22-18)16-12-23-24-19(16)17-3-1-2-9-21-17/h1-12H,(H,23,24)",Fc1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,CHEMBL381948,"InChI=1S/C19H13FN4/c20-15-6-4-13(5-7-15)18-11-14(8-10-22-18)16-12-23-24-19(16)17-3-1-2-9-21-17/h1-12H,(H,23,24)",Fc1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,ALK5,CHEMBL4439,CHEMBL1146081,"J. Med. Chem., 49, p. 2210 (2006)",16570917
GW682841X,342918,CHEMBL206544,"InChI=1S/C22H20N4/c1-15(2)16-6-8-17(9-7-16)21-13-18(10-12-24-21)19-14-25-26-22(19)20-5-3-4-11-23-20/h3-15H,1-2H3,(H,25,26)",CC(C)c1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,CHEMBL206544,"InChI=1S/C22H20N4/c1-15(2)16-6-8-17(9-7-16)21-13-18(10-12-24-21)19-14-25-26-22(19)20-5-3-4-11-23-20/h3-15H,1-2H3,(H,25,26)",CC(C)c1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,ALK5,CHEMBL4439,CHEMBL1146081,"J. Med. Chem., 49, p. 2210 (2006)",16570917
GW683003X,495150,CHEMBL446024,"InChI=1S/C12H9F3N6/c13-12(14,15)7-17-11-16-5-3-9(20-11)8-6-19-21-10(8)2-1-4-18-21/h1-6H,7H2,(H,16,17,20)",FC(F)(F)CNc1nccc(n1)c2cnn3ncccc23,CHEMBL446024,"InChI=1S/C12H9F3N6/c13-12(14,15)7-17-11-16-5-3-9(20-11)8-6-19-21-10(8)2-1-4-18-21/h1-6H,7H2,(H,16,17,20)",FC(F)(F)CNc1nccc(n1)c2cnn3ncccc23,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW683109X,495237,CHEMBL524901,"InChI=1S/C17H21N7O/c1-3-16-14(13-21-24(16)20-6-1)15-4-7-19-17(22-15)18-5-2-8-23-9-11-25-12-10-23/h1,3-4,6-7,13H,2,5,8-12H2,(H,18,19,22)",C(CNc1nccc(n1)c2cnn3ncccc23)CN4CCOCC4,CHEMBL524901,"InChI=1S/C17H21N7O/c1-3-16-14(13-21-24(16)20-6-1)15-4-7-19-17(22-15)18-5-2-8-23-9-11-25-12-10-23/h1,3-4,6-7,13H,2,5,8-12H2,(H,18,19,22)",C(CNc1nccc(n1)c2cnn3ncccc23)CN4CCOCC4,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW683134A,1249139,CHEMBL1909368,"InChI=1S/C26H17F4N5O4.ClH/c27-18-9-3-14(26(28,29)30)12-20(18)34-25(37)31-15-4-6-16(7-5-15)39-17-8-10-19-21(13-17)33-24(32-19)35-23(36)22-2-1-11-38-22;/h1-13H,(H2,31,34,37)(H2,32,33,35,36);1H",Cl.Fc1ccc(cc1NC(=O)Nc2ccc(Oc3ccc4[nH]c(NC(=O)c5occc5)nc4c3)cc2)C(F)(F)F,CHEMBL244297,"InChI=1S/C26H17F4N5O4/c27-18-9-3-14(26(28,29)30)12-20(18)34-25(37)31-15-4-6-16(7-5-15)39-17-8-10-19-21(13-17)33-24(32-19)35-23(36)22-2-1-11-38-22/h1-13H,(H2,31,34,37)(H2,32,33,35,36)",Fc1ccc(cc1NC(=O)Nc2ccc(Oc3ccc4[nH]c(NC(=O)c5occc5)nc4c3)cc2)C(F)(F)F,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW683768X,495012,CHEMBL524057,"InChI=1S/C15H16N6/c1-2-11-14(13-4-3-8-17-21(13)20-11)12-7-9-16-15(19-12)18-10-5-6-10/h3-4,7-10H,2,5-6H2,1H3,(H,16,18,19)",CCc1nn2ncccc2c1c3ccnc(NC4CC4)n3,CHEMBL524057,"InChI=1S/C15H16N6/c1-2-11-14(13-4-3-8-17-21(13)20-11)12-7-9-16-15(19-12)18-10-5-6-10/h3-4,7-10H,2,5-6H2,1H3,(H,16,18,19)",CCc1nn2ncccc2c1c3ccnc(NC4CC4)n3,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW684626B,475037,CHEMBL506414,"InChI=1S/C23H15ClFN3OS2/c24-18-10-16(6-7-19(18)29-12-14-3-1-4-15(25)9-14)28-22-17-11-21(20-5-2-8-30-20)31-23(17)27-13-26-22/h1-11,13H,12H2,(H,26,27,28)",Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)c5cccs5)cc2Cl)c1,CHEMBL506414,"InChI=1S/C23H15ClFN3OS2/c24-18-10-16(6-7-19(18)29-12-14-3-1-4-15(25)9-14)28-22-17-11-21(20-5-2-8-30-20)31-23(17)27-13-26-22/h1-11,13H,12H2,(H,26,27,28)",Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)c5cccs5)cc2Cl)c1,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1143296,"Bioorg. Med. Chem. Lett., 19, p. 817 (2009)",19111461
GW693481X,306783,CHEMBL181361,"InChI=1S/C16H11N5S/c17-16-21-14(12-4-1-2-8-19-12)15(22-16)13-7-6-10-11(20-13)5-3-9-18-10/h1-9H,(H2,17,21)",Nc1nc(c2ccccn2)c(s1)c3ccc4ncccc4n3,CHEMBL181361,"InChI=1S/C16H11N5S/c17-16-21-14(12-4-1-2-8-19-12)15(22-16)13-7-6-10-11(20-13)5-3-9-18-10/h1-9H,(H2,17,21)",Nc1nc(c2ccccn2)c(s1)c3ccc4ncccc4n3,ALK5,CHEMBL4439,CHEMBL1138735,"J. Med. Chem., 47, p. 4494 (2004)",15317461
GW693881A,1249186,CHEMBL1909415,"InChI=1S/C23H16ClFN4OS.ClH/c24-17-10-16(6-7-20(17)30-12-14-3-1-4-15(25)9-14)29-23-22-19(27-13-28-23)11-21(31-22)18-5-2-8-26-18;/h1-11,13,26H,12H2,(H,27,28,29);1H",Cl.Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)c5ccc[nH]5)cc2Cl)c1,CHEMBL473436,"InChI=1S/C23H16ClFN4OS/c24-17-10-16(6-7-20(17)30-12-14-3-1-4-15(25)9-14)29-23-22-19(27-13-28-23)11-21(31-22)18-5-2-8-26-18/h1-11,13,26H,12H2,(H,27,28,29)",Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)c5ccc[nH]5)cc2Cl)c1,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1143296,"Bioorg. Med. Chem. Lett., 19, p. 817 (2009)",19111461
GW693917A,1249140,CHEMBL1909369,"InChI=1S/C23H16F4N4O4S.ClH/c1-34-22(33)31-21-30-17-9-7-15(11-19(17)36-21)35-14-5-3-13(4-6-14)28-20(32)29-18-10-12(23(25,26)27)2-8-16(18)24;/h2-11H,1H3,(H2,28,29,32)(H,30,31,33);1H",Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2s1,CHEMBL244482,"InChI=1S/C23H16F4N4O4S/c1-34-22(33)31-21-30-17-9-7-15(11-19(17)36-21)35-14-5-3-13(4-6-14)28-20(32)29-18-10-12(23(25,26)27)2-8-16(18)24/h2-11H,1H3,(H2,28,29,32)(H,30,31,33)",COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2s1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW694234A,1249141,CHEMBL1909370,"InChI=1S/C22H18BrN5O4.ClH/c1-31-22(30)28-20-26-18-10-9-17(12-19(18)27-20)32-16-7-5-14(6-8-16)24-21(29)25-15-4-2-3-13(23)11-15;/h2-12H,1H3,(H2,24,25,29)(H2,26,27,28,30);1H",Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,CHEMBL243908,"InChI=1S/C22H18BrN5O4/c1-31-22(30)28-20-26-18-10-9-17(12-19(18)27-20)32-16-7-5-14(6-8-16)24-21(29)25-15-4-2-3-13(23)11-15/h2-12H,1H3,(H2,24,25,29)(H2,26,27,28,30)",COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW694590A,1249142,CHEMBL1909371,"InChI=1S/C22H19N5O4.ClH/c1-30-22(29)27-20-25-18-12-11-17(13-19(18)26-20)31-16-9-7-15(8-10-16)24-21(28)23-14-5-3-2-4-6-14;/h2-13H,1H3,(H2,23,24,28)(H2,25,26,27,29);1H",Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1,CHEMBL243891,"InChI=1S/C22H19N5O4/c1-30-22(29)27-20-25-18-12-11-17(13-19(18)26-20)31-16-9-7-15(8-10-16)24-21(28)23-14-5-3-2-4-6-14/h2-13H,1H3,(H2,23,24,28)(H2,25,26,27,29)",COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW695874X,343438,CHEMBL205158,"InChI=1S/C25H25N5O2/c1-2-9-26-23(3-1)25-22(18-28-29-25)20-8-10-27-24(17-20)19-4-6-21(7-5-19)32-16-13-30-11-14-31-15-12-30/h1-10,17-18H,11-16H2,(H,28,29)",C(CN1CCOCC1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5,CHEMBL205158,"InChI=1S/C25H25N5O2/c1-2-9-26-23(3-1)25-22(18-28-29-25)20-8-10-27-24(17-20)19-4-6-21(7-5-19)32-16-13-30-11-14-31-15-12-30/h1-10,17-18H,11-16H2,(H,28,29)",C(CN1CCOCC1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5,ALK5,CHEMBL4439,CHEMBL1146081,"J. Med. Chem., 49, p. 2210 (2006)",16570917
GW700494A,1249143,CHEMBL1909372,"InChI=1S/C29H31F4N7O2.ClH/c1-39-13-15-40(16-14-39)12-2-11-34-27-36-24-10-8-22(18-26(24)37-27)42-21-6-4-20(5-7-21)35-28(41)38-25-17-19(29(31,32)33)3-9-23(25)30;/h3-10,17-18H,2,11-16H2,1H3,(H2,34,36,37)(H2,35,38,41);1H",Cl.CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)cc3[nH]2)CC1,CHEMBL1888322,"InChI=1S/C29H31F4N7O2/c1-39-13-15-40(16-14-39)12-2-11-34-27-36-24-10-8-22(18-26(24)37-27)42-21-6-4-20(5-7-21)35-28(41)38-25-17-19(29(31,32)33)3-9-23(25)30/h3-10,17-18H,2,11-16H2,1H3,(H2,34,36,37)(H2,35,38,41)",CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)cc3[nH]2)CC1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW701032X,438885,CHEMBL269985,"InChI=1S/C25H23N3O3/c1-16-4-7-21(25-28-27-17(2)31-25)14-23(16)19-8-10-20(11-9-19)24(29)26-15-18-5-12-22(30-3)13-6-18/h4-14H,15H2,1-3H3,(H,26,29)",COc1ccc(CNC(=O)c2ccc(cc2)c3cc(ccc3C)c4oc(C)nn4)cc1,CHEMBL269985,"InChI=1S/C25H23N3O3/c1-16-4-7-21(25-28-27-17(2)31-25)14-23(16)19-8-10-20(11-9-19)24(29)26-15-18-5-12-22(30-3)13-6-18/h4-14H,15H2,1-3H3,(H,26,29)",COc1ccc(CNC(=O)c2ccc(cc2)c3cc(ccc3C)c4oc(C)nn4)cc1,p38a,CHEMBL260,CHEMBL1143258,"Bioorg. Med. Chem. Lett., 18, p. 324 (2008)",17981461
GW701427A,1249144,CHEMBL1909373,"InChI=1S/C23H19N5O6.ClH/c1-33-23(32)28-21-26-18-10-9-17(12-19(18)27-21)34-16-7-5-14(6-8-16)24-22(31)25-15-4-2-3-13(11-15)20(29)30;/h2-12H,1H3,(H,29,30)(H2,24,25,31)(H2,26,27,28,32);1H",Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(c4)C(=O)O)cc3)ccc2[nH]1,CHEMBL244097,"InChI=1S/C23H19N5O6/c1-33-23(32)28-21-26-18-10-9-17(12-19(18)27-21)34-16-7-5-14(6-8-16)24-22(31)25-15-4-2-3-13(11-15)20(29)30/h2-12H,1H3,(H,29,30)(H2,24,25,31)(H2,26,27,28,32)",COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(c4)C(=O)O)cc3)ccc2[nH]1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW703087X,345702,CHEMBL205798,"InChI=1S/C27H20ClFN4O2/c1-18(34)32-23-7-3-4-19(13-23)8-9-21-15-30-17-31-27(21)33-24-10-11-26(25(28)14-24)35-16-20-5-2-6-22(29)12-20/h2-7,10-15,17H,16H2,1H3,(H,32,34)(H,30,31,33)",CC(=O)Nc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,CHEMBL205798,"InChI=1S/C27H20ClFN4O2/c1-18(34)32-23-7-3-4-19(13-23)8-9-21-15-30-17-31-27(21)33-24-10-11-26(25(28)14-24)35-16-20-5-2-6-22(29)12-20/h2-7,10-15,17H,16H2,1H3,(H,32,34)(H,30,31,33)",CC(=O)Nc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1147004,"Bioorg. Med. Chem. Lett., 16, p. 2419 (2006)",16483772
GW708336X,495146,CHEMBL495771,"InChI=1S/C17H19N7O/c1-2-12(1)20-17-18-6-5-14(21-17)13-11-19-24-15(13)3-4-16(22-24)23-7-9-25-10-8-23/h3-6,11-12H,1-2,7-10H2,(H,18,20,21)",C1CN(CCO1)c2ccc3c(cnn3n2)c4ccnc(NC5CC5)n4,CHEMBL495771,"InChI=1S/C17H19N7O/c1-2-12(1)20-17-18-6-5-14(21-17)13-11-19-24-15(13)3-4-16(22-24)23-7-9-25-10-8-23/h3-6,11-12H,1-2,7-10H2,(H,18,20,21)",C1CN(CCO1)c2ccc3c(cnn3n2)c4ccnc(NC5CC5)n4,CDK2/CDK4,CHEMBL301/CHEMBL331,CHEMBL1143431,"Bioorg. Med. Chem. Lett., 18, p. 5758 (2008)",18835709
GW708893X,438886,CHEMBL402108,"InChI=1S/C24H20ClN3O2/c1-15-3-6-20(24-28-27-16(2)30-24)13-22(15)18-7-9-19(10-8-18)23(29)26-14-17-4-11-21(25)12-5-17/h3-13H,14H2,1-2H3,(H,26,29)",Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)NCc4ccc(Cl)cc4,CHEMBL402108,"InChI=1S/C24H20ClN3O2/c1-15-3-6-20(24-28-27-16(2)30-24)13-22(15)18-7-9-19(10-8-18)23(29)26-14-17-4-11-21(25)12-5-17/h3-13H,14H2,1-2H3,(H,26,29)",Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)NCc4ccc(Cl)cc4,p38a,CHEMBL260,CHEMBL1143258,"Bioorg. Med. Chem. Lett., 18, p. 324 (2008)",17981461
GW709042A,1249145,CHEMBL1909374,"InChI=1S/C28H19F4N5O3.ClH/c29-21-12-6-17(28(30,31)32)14-23(21)36-27(39)33-18-7-9-19(10-8-18)40-20-11-13-22-24(15-20)35-26(34-22)37-25(38)16-4-2-1-3-5-16;/h1-15H,(H2,33,36,39)(H2,34,35,37,38);1H",Cl.Fc1ccc(cc1NC(=O)Nc2ccc(Oc3ccc4[nH]c(NC(=O)c5ccccc5)nc4c3)cc2)C(F)(F)F,CHEMBL243917,"InChI=1S/C28H19F4N5O3/c29-21-12-6-17(28(30,31)32)14-23(21)36-27(39)33-18-7-9-19(10-8-18)40-20-11-13-22-24(15-20)35-26(34-22)37-25(38)16-4-2-1-3-5-16/h1-15H,(H2,33,36,39)(H2,34,35,37,38)",Fc1ccc(cc1NC(=O)Nc2ccc(Oc3ccc4[nH]c(NC(=O)c5ccccc5)nc4c3)cc2)C(F)(F)F,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW711782X,343313,CHEMBL208437,"InChI=1S/C24H20N6O/c1-2-9-26-22(3-1)24-21(16-28-29-24)19-8-10-27-23(15-19)18-4-6-20(7-5-18)31-14-13-30-12-11-25-17-30/h1-12,15-17H,13-14H2,(H,28,29)",C(Cn1ccnc1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5,CHEMBL208437,"InChI=1S/C24H20N6O/c1-2-9-26-22(3-1)24-21(16-28-29-24)19-8-10-27-23(15-19)18-4-6-20(7-5-18)31-14-13-30-12-11-25-17-30/h1-12,15-17H,13-14H2,(H,28,29)",C(Cn1ccnc1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5,ALK5,CHEMBL4439,CHEMBL1146081,"J. Med. Chem., 49, p. 2210 (2006)",16570917
GW734508X,438677,CHEMBL257113,"InChI=1S/C20H19N3O2/c1-13-22-23-20(25-13)18-4-2-3-17(11-18)15-7-9-16(10-8-15)19(24)21-12-14-5-6-14/h2-4,7-11,14H,5-6,12H2,1H3,(H,21,24)",Cc1oc(nn1)c2cccc(c2)c3ccc(cc3)C(=O)NCC4CC4,CHEMBL257113,"InChI=1S/C20H19N3O2/c1-13-22-23-20(25-13)18-4-2-3-17(11-18)15-7-9-16(10-8-15)19(24)21-12-14-5-6-14/h2-4,7-11,14H,5-6,12H2,1H3,(H,21,24)",Cc1oc(nn1)c2cccc(c2)c3ccc(cc3)C(=O)NCC4CC4,p38a,CHEMBL260,CHEMBL1143258,"Bioorg. Med. Chem. Lett., 18, p. 324 (2008)",17981461
GW743024X,489907,CHEMBL477583,"InChI=1S/C23H22N2O3/c1-15-2-9-20(25-23(27)19-10-11-28-14-19)12-21(15)17-5-7-18(8-6-17)22(26)24-13-16-3-4-16/h2,5-12,14,16H,3-4,13H2,1H3,(H,24,26)(H,25,27)",Cc1ccc(NC(=O)c2cocc2)cc1c3ccc(cc3)C(=O)NCC4CC4,CHEMBL477583,"InChI=1S/C23H22N2O3/c1-15-2-9-20(25-23(27)19-10-11-28-14-19)12-21(15)17-5-7-18(8-6-17)22(26)24-13-16-3-4-16/h2,5-12,14,16H,3-4,13H2,1H3,(H,24,26)(H,25,27)",Cc1ccc(NC(=O)c2cocc2)cc1c3ccc(cc3)C(=O)NCC4CC4,p38a,CHEMBL260,CHEMBL1155838,"Bioorg. Med. Chem. Lett., 18, p. 4428 (2008)",18614366
GW759710A,1249153,CHEMBL1909382,"InChI=1S/C17H14FN5O.ClH/c18-12-4-2-6-14(10-12)21-15-7-8-20-17(23-15)22-13-5-1-3-11(9-13)16(19)24;/h1-10H,(H2,19,24)(H2,20,21,22,23);1H",Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,CHEMBL400388,"InChI=1S/C17H14FN5O/c18-12-4-2-6-14(10-12)21-15-7-8-20-17(23-15)22-13-5-1-3-11(9-13)16(19)24/h1-10H,(H2,19,24)(H2,20,21,22,23)",NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,LCK,CHEMBL258,CHEMBL1140683,"Bioorg. Med. Chem. Lett., 17, p. 4363 (2007)",17600705
GW768505A,1249167,CHEMBL1909396,"InChI=1S/C27H19F4N5O3.ClH/c1-38-18-9-4-15(5-10-18)23-21(22-24(32)33-13-34-25(22)39-23)14-2-7-17(8-3-14)35-26(37)36-20-12-16(27(29,30)31)6-11-19(20)28;/h2-13H,1H3,(H2,32,33,34)(H2,35,36,37);1H",Cl.COc1ccc(cc1)c2oc3ncnc(N)c3c2c4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4,CHEMBL194911,"InChI=1S/C27H19F4N5O3/c1-38-18-9-4-15(5-10-18)23-21(22-24(32)33-13-34-25(22)39-23)14-2-7-17(8-3-14)35-26(37)36-20-12-16(27(29,30)31)6-11-19(20)28/h2-13H,1H3,(H2,32,33,34)(H2,35,36,37)",COc1ccc(cc1)c2oc3ncnc(N)c3c2c4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1139135,"Bioorg. Med. Chem. Lett., 17, p. 1773 (2007)",17276055
GW769076X,490295,CHEMBL477182,"InChI=1S/C28H30N4O2/c1-19-4-11-24(31-28(34)23-12-13-29-26(16-23)32-14-2-3-15-32)17-25(19)21-7-9-22(10-8-21)27(33)30-18-20-5-6-20/h4,7-13,16-17,20H,2-3,5-6,14-15,18H2,1H3,(H,30,33)(H,31,34)",Cc1ccc(NC(=O)c2ccnc(c2)N3CCCC3)cc1c4ccc(cc4)C(=O)NCC5CC5,CHEMBL477182,"InChI=1S/C28H30N4O2/c1-19-4-11-24(31-28(34)23-12-13-29-26(16-23)32-14-2-3-15-32)17-25(19)21-7-9-22(10-8-21)27(33)30-18-20-5-6-20/h4,7-13,16-17,20H,2-3,5-6,14-15,18H2,1H3,(H,30,33)(H,31,34)",Cc1ccc(NC(=O)c2ccnc(c2)N3CCCC3)cc1c4ccc(cc4)C(=O)NCC5CC5,p38a,CHEMBL260,CHEMBL1155813,"Bioorg. Med. Chem. Lett., 18, p. 4433 (2008)",18602262
GW770220A,1157704,CHEMBL1794073,"InChI=1S/C20H21N7O2S.ClH/c1-13-17-8-7-15(12-18(17)27(3)25-13)26(2)19-9-10-22-20(24-19)23-14-5-4-6-16(11-14)30(21,28)29;/h4-12H,1-3H3,(H2,21,28,29)(H,22,23,24);1H",Cl.CN(c1ccc2c(C)nn(C)c2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,CHEMBL476571,"InChI=1S/C20H21N7O2S/c1-13-17-8-7-15(12-18(17)27(3)25-13)26(2)19-9-10-22-20(24-19)23-14-5-4-6-16(11-14)30(21,28)29/h4-12H,1-3H3,(H2,21,28,29)(H,22,23,24)",CN(c1ccc2c(C)nn(C)c2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,VEGFR2,CHEMBL279,CHEMBL1155848,"J. Med. Chem., 51, p. 4632 (2008)",18620382
GW770249A,528760,CHEMBL588025,"InChI=1S/C20H13F4N5O2.ClH/c21-14-6-3-11(20(22,23)24)7-15(14)29-19(30)28-12-4-1-10(2-5-12)13-8-31-18-16(13)17(25)26-9-27-18;/h1-9H,(H2,25,26,27)(H2,28,29,30);1H",Cl.Nc1ncnc2occ(c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,CHEMBL247228,"InChI=1S/C20H13F4N5O2/c21-14-6-3-11(20(22,23)24)7-15(14)29-19(30)28-12-4-1-10(2-5-12)13-8-31-18-16(13)17(25)26-9-27-18/h1-9H,(H2,25,26,27)(H2,28,29,30)",Nc1ncnc2occ(c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1139135,"Bioorg. Med. Chem. Lett., 17, p. 1773 (2007)",17276055
GW771127A,1249130,CHEMBL1909359,"InChI=1S/C20H21N7O2S.ClH/c1-13-17-8-7-15(12-18(17)25-27(13)3)26(2)19-9-10-22-20(24-19)23-14-5-4-6-16(11-14)30(21,28)29;/h4-12H,1-3H3,(H2,21,28,29)(H,22,23,24);1H",Cl.CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,CHEMBL514838,"InChI=1S/C20H21N7O2S/c1-13-17-8-7-15(12-18(17)25-27(13)3)26(2)19-9-10-22-20(24-19)23-14-5-4-6-16(11-14)30(21,28)29/h4-12H,1-3H3,(H2,21,28,29)(H,22,23,24)",CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3,VEGFR2,CHEMBL279,CHEMBL1155848,"J. Med. Chem., 51, p. 4632 (2008)",18620382
GW772405X,345922,CHEMBL207410,"InChI=1S/C27H20ClFN4O2/c1-30-27(34)20-6-2-4-18(12-20)8-9-21-15-31-17-32-26(21)33-23-10-11-25(24(28)14-23)35-16-19-5-3-7-22(29)13-19/h2-7,10-15,17H,16H2,1H3,(H,30,34)(H,31,32,33)",CNC(=O)c1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,CHEMBL207410,"InChI=1S/C27H20ClFN4O2/c1-30-27(34)20-6-2-4-18(12-20)8-9-21-15-31-17-32-26(21)33-23-10-11-25(24(28)14-23)35-16-19-5-3-7-22(29)13-19/h2-7,10-15,17H,16H2,1H3,(H,30,34)(H,31,32,33)",CNC(=O)c1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1147004,"Bioorg. Med. Chem. Lett., 16, p. 2419 (2006)",16483772
GW775608X,490360,CHEMBL476351,"InChI=1S/C28H30N4O3/c1-19-2-9-24(31-28(34)23-10-11-29-26(16-23)32-12-14-35-15-13-32)17-25(19)21-5-7-22(8-6-21)27(33)30-18-20-3-4-20/h2,5-11,16-17,20H,3-4,12-15,18H2,1H3,(H,30,33)(H,31,34)",Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1c4ccc(cc4)C(=O)NCC5CC5,CHEMBL476351,"InChI=1S/C28H30N4O3/c1-19-2-9-24(31-28(34)23-10-11-29-26(16-23)32-12-14-35-15-13-32)17-25(19)21-5-7-22(8-6-21)27(33)30-18-20-3-4-20/h2,5-11,16-17,20H,3-4,12-15,18H2,1H3,(H,30,33)(H,31,34)",Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1c4ccc(cc4)C(=O)NCC5CC5,p38a,CHEMBL260,CHEMBL1155813,"Bioorg. Med. Chem. Lett., 18, p. 4433 (2008)",18602262
